effectif faible	0	0.7658	1	L'analyse de la littérature a souligné le faible niveau de preuve des données (effectif faible, suivi insuffisant, critères inadaptés) concernant :   la validation du taux d'HbA1c comme critère de substitution à des critères finaux de morbi-mortalité dans le diabète de type 2 ;   l'effet des différents traitements sur la morbi-mortalité du diabète de type 2 (micro-angiopathie, événement cardio-vasculaire, mortalité liée au diabète) ;   la balance bénéfice risque des différents médicaments antidiabétiques en comparaison directe (en particulier inhibiteurs DPP-4 vs sulfamides) ;   des comparaisons directes entre les différentes stratégies, en particulier une stratégie classique (schéma metformine puis sulfamide puis insuline) vs une stratégie visant à limiter les hypoglycémies et la prise de poids (metformine puis inhibiteurs DPP-4 puis analogues du GLP-1), éventuellement en fonction du profil des patients ;   des données dans les sous-groupes de patients diabétiques tels que les personnes âgées, les patients atteints de comorbidités, les femmes enceintes ;   la modélisation de l'efficience :  de différentes stratégies thérapeutiques, dont les mesures hygiéno-diététiques,  pour certaines populations, dont les patients nouvellement diagnostiqués et les patients pour lesquels certains traitements sont contre-indiqués ;   la mesure de la qualité de vie associée aux hypoglycémies11, à la prise de poids et au traitement par insuline afin d'estimer la pondération de la durée de vie liée à ces états de santé dans une étude d'efficience.	
faible niveau	0	0.7658	1	L'analyse de la littérature a souligné le faible niveau de preuve des données (effectif faible, suivi insuffisant, critères inadaptés) concernant :   la validation du taux d'HbA1c comme critère de substitution à des critères finaux de morbi-mortalité dans le diabète de type 2 ;   l'effet des différents traitements sur la morbi-mortalité du diabète de type 2 (micro-angiopathie, événement cardio-vasculaire, mortalité liée au diabète) ;   la balance bénéfice risque des différents médicaments antidiabétiques en comparaison directe (en particulier inhibiteurs DPP-4 vs sulfamides) ;   des comparaisons directes entre les différentes stratégies, en particulier une stratégie classique (schéma metformine puis sulfamide puis insuline) vs une stratégie visant à limiter les hypoglycémies et la prise de poids (metformine puis inhibiteurs DPP-4 puis analogues du GLP-1), éventuellement en fonction du profil des patients ;   des données dans les sous-groupes de patients diabétiques tels que les personnes âgées, les patients atteints de comorbidités, les femmes enceintes ;   la modélisation de l'efficience :  de différentes stratégies thérapeutiques, dont les mesures hygiéno-diététiques,  pour certaines populations, dont les patients nouvellement diagnostiqués et les patients pour lesquels certains traitements sont contre-indiqués ;   la mesure de la qualité de vie associée aux hypoglycémies11, à la prise de poids et au traitement par insuline afin d'estimer la pondération de la durée de vie liée à ces états de santé dans une étude d'efficience.	
médicaments antidiabétiques	1	0.7658	1	L'analyse de la littérature a souligné le faible niveau de preuve des données (effectif faible, suivi insuffisant, critères inadaptés) concernant :   la validation du taux d'HbA1c comme critère de substitution à des critères finaux de morbi-mortalité dans le diabète de type 2 ;   l'effet des différents traitements sur la morbi-mortalité du diabète de type 2 (micro-angiopathie, événement cardio-vasculaire, mortalité liée au diabète) ;   la balance bénéfice risque des différents médicaments antidiabétiques en comparaison directe (en particulier inhibiteurs DPP-4 vs sulfamides) ;   des comparaisons directes entre les différentes stratégies, en particulier une stratégie classique (schéma metformine puis sulfamide puis insuline) vs une stratégie visant à limiter les hypoglycémies et la prise de poids (metformine puis inhibiteurs DPP-4 puis analogues du GLP-1), éventuellement en fonction du profil des patients ;   des données dans les sous-groupes de patients diabétiques tels que les personnes âgées, les patients atteints de comorbidités, les femmes enceintes ;   la modélisation de l'efficience :  de différentes stratégies thérapeutiques, dont les mesures hygiéno-diététiques,  pour certaines populations, dont les patients nouvellement diagnostiqués et les patients pour lesquels certains traitements sont contre-indiqués ;   la mesure de la qualité de vie associée aux hypoglycémies11, à la prise de poids et au traitement par insuline afin d'estimer la pondération de la durée de vie liée à ces états de santé dans une étude d'efficience.	
particulier inhibiteurs	0	0.7658	1	L'analyse de la littérature a souligné le faible niveau de preuve des données (effectif faible, suivi insuffisant, critères inadaptés) concernant :   la validation du taux d'HbA1c comme critère de substitution à des critères finaux de morbi-mortalité dans le diabète de type 2 ;   l'effet des différents traitements sur la morbi-mortalité du diabète de type 2 (micro-angiopathie, événement cardio-vasculaire, mortalité liée au diabète) ;   la balance bénéfice risque des différents médicaments antidiabétiques en comparaison directe (en particulier inhibiteurs DPP-4 vs sulfamides) ;   des comparaisons directes entre les différentes stratégies, en particulier une stratégie classique (schéma metformine puis sulfamide puis insuline) vs une stratégie visant à limiter les hypoglycémies et la prise de poids (metformine puis inhibiteurs DPP-4 puis analogues du GLP-1), éventuellement en fonction du profil des patients ;   des données dans les sous-groupes de patients diabétiques tels que les personnes âgées, les patients atteints de comorbidités, les femmes enceintes ;   la modélisation de l'efficience :  de différentes stratégies thérapeutiques, dont les mesures hygiéno-diététiques,  pour certaines populations, dont les patients nouvellement diagnostiqués et les patients pour lesquels certains traitements sont contre-indiqués ;   la mesure de la qualité de vie associée aux hypoglycémies11, à la prise de poids et au traitement par insuline afin d'estimer la pondération de la durée de vie liée à ces états de santé dans une étude d'efficience.	
stratégie classique	0	0.7658	1	L'analyse de la littérature a souligné le faible niveau de preuve des données (effectif faible, suivi insuffisant, critères inadaptés) concernant :   la validation du taux d'HbA1c comme critère de substitution à des critères finaux de morbi-mortalité dans le diabète de type 2 ;   l'effet des différents traitements sur la morbi-mortalité du diabète de type 2 (micro-angiopathie, événement cardio-vasculaire, mortalité liée au diabète) ;   la balance bénéfice risque des différents médicaments antidiabétiques en comparaison directe (en particulier inhibiteurs DPP-4 vs sulfamides) ;   des comparaisons directes entre les différentes stratégies, en particulier une stratégie classique (schéma metformine puis sulfamide puis insuline) vs une stratégie visant à limiter les hypoglycémies et la prise de poids (metformine puis inhibiteurs DPP-4 puis analogues du GLP-1), éventuellement en fonction du profil des patients ;   des données dans les sous-groupes de patients diabétiques tels que les personnes âgées, les patients atteints de comorbidités, les femmes enceintes ;   la modélisation de l'efficience :  de différentes stratégies thérapeutiques, dont les mesures hygiéno-diététiques,  pour certaines populations, dont les patients nouvellement diagnostiqués et les patients pour lesquels certains traitements sont contre-indiqués ;   la mesure de la qualité de vie associée aux hypoglycémies11, à la prise de poids et au traitement par insuline afin d'estimer la pondération de la durée de vie liée à ces états de santé dans une étude d'efficience.	
événement cardio-vasculaire	0	0.7658	1	L'analyse de la littérature a souligné le faible niveau de preuve des données (effectif faible, suivi insuffisant, critères inadaptés) concernant :   la validation du taux d'HbA1c comme critère de substitution à des critères finaux de morbi-mortalité dans le diabète de type 2 ;   l'effet des différents traitements sur la morbi-mortalité du diabète de type 2 (micro-angiopathie, événement cardio-vasculaire, mortalité liée au diabète) ;   la balance bénéfice risque des différents médicaments antidiabétiques en comparaison directe (en particulier inhibiteurs DPP-4 vs sulfamides) ;   des comparaisons directes entre les différentes stratégies, en particulier une stratégie classique (schéma metformine puis sulfamide puis insuline) vs une stratégie visant à limiter les hypoglycémies et la prise de poids (metformine puis inhibiteurs DPP-4 puis analogues du GLP-1), éventuellement en fonction du profil des patients ;   des données dans les sous-groupes de patients diabétiques tels que les personnes âgées, les patients atteints de comorbidités, les femmes enceintes ;   la modélisation de l'efficience :  de différentes stratégies thérapeutiques, dont les mesures hygiéno-diététiques,  pour certaines populations, dont les patients nouvellement diagnostiqués et les patients pour lesquels certains traitements sont contre-indiqués ;   la mesure de la qualité de vie associée aux hypoglycémies11, à la prise de poids et au traitement par insuline afin d'estimer la pondération de la durée de vie liée à ces états de santé dans une étude d'efficience.	
santé intermédiaire	0	0.7091	1	Trois catégories de personnes âgées peuvent être individualisées en fonction de leur état de santé après 75 ans1 :   les personnes dites vigoureuses : en bon état de santé, indépendantes et bien intégrées socialement, c'est-à-dire autonomes d'un point de vue décisionnel et fonctionnel qui sont assimilables aux adultes plus jeunes ;   les personnes dites fragiles : à l'état de santé intermédiaire et à risque de basculer dans la catégorie des malades.	
vue décisionnel	0	0.7091	1	Trois catégories de personnes âgées peuvent être individualisées en fonction de leur état de santé après 75 ans1 :   les personnes dites vigoureuses : en bon état de santé, indépendantes et bien intégrées socialement, c'est-à-dire autonomes d'un point de vue décisionnel et fonctionnel qui sont assimilables aux adultes plus jeunes ;   les personnes dites fragiles : à l'état de santé intermédiaire et à risque de basculer dans la catégorie des malades.	
24 heures	1	0.5767	1	L'instauration d'une insuline intermédiaire ou analogue lente pourra se faire avec les règles de pratiques suivantes :   prescription d'une dose initiale faible, de 6 à 10 UI par 24 heures ;   mise en place d'une autosurveillance glycémique pour la prévention des hypoglycémies et l'adaptation des doses d'insuline (au moins 2 mesures glycémiques capillaires par jour à l'initiation de l'insulinothérapie : au coucher pour prévenir les hypoglycémies et au réveil pour suivre l'objectif) ;   définition d'un objectif pour la glycémie à jeun au réveil selon l'objectif d'HbA1c du patient (cfannexe 5 de l'argumentaire scientifique) ;   adaptation des doses d'insuline tous les 3 jours en fonction des glycémies au réveil et de l'objectif fixé ; la dose peut être augmentée ou réduite de 1 ou 2 UI ;   réévaluation du traitement (ADO et ou insuline) en cas d'hypoglycémies fréquentes ou d'une hypoglycémie sévère ;   recours éventuel à un(e) infirmier(ère) pour réaliser l'insulinothérapie (adaptation des doses selon la prescription…).	
3 jours	1	0.5767	1	L'instauration d'une insuline intermédiaire ou analogue lente pourra se faire avec les règles de pratiques suivantes :   prescription d'une dose initiale faible, de 6 à 10 UI par 24 heures ;   mise en place d'une autosurveillance glycémique pour la prévention des hypoglycémies et l'adaptation des doses d'insuline (au moins 2 mesures glycémiques capillaires par jour à l'initiation de l'insulinothérapie : au coucher pour prévenir les hypoglycémies et au réveil pour suivre l'objectif) ;   définition d'un objectif pour la glycémie à jeun au réveil selon l'objectif d'HbA1c du patient (cfannexe 5 de l'argumentaire scientifique) ;   adaptation des doses d'insuline tous les 3 jours en fonction des glycémies au réveil et de l'objectif fixé ; la dose peut être augmentée ou réduite de 1 ou 2 UI ;   réévaluation du traitement (ADO et ou insuline) en cas d'hypoglycémies fréquentes ou d'une hypoglycémie sévère ;   recours éventuel à un(e) infirmier(ère) pour réaliser l'insulinothérapie (adaptation des doses selon la prescription…).	
analogue lente	0	0.5767	1	L'instauration d'une insuline intermédiaire ou analogue lente pourra se faire avec les règles de pratiques suivantes :   prescription d'une dose initiale faible, de 6 à 10 UI par 24 heures ;   mise en place d'une autosurveillance glycémique pour la prévention des hypoglycémies et l'adaptation des doses d'insuline (au moins 2 mesures glycémiques capillaires par jour à l'initiation de l'insulinothérapie : au coucher pour prévenir les hypoglycémies et au réveil pour suivre l'objectif) ;   définition d'un objectif pour la glycémie à jeun au réveil selon l'objectif d'HbA1c du patient (cfannexe 5 de l'argumentaire scientifique) ;   adaptation des doses d'insuline tous les 3 jours en fonction des glycémies au réveil et de l'objectif fixé ; la dose peut être augmentée ou réduite de 1 ou 2 UI ;   réévaluation du traitement (ADO et ou insuline) en cas d'hypoglycémies fréquentes ou d'une hypoglycémie sévère ;   recours éventuel à un(e) infirmier(ère) pour réaliser l'insulinothérapie (adaptation des doses selon la prescription…).	
dose initiale	0	0.5767	1	L'instauration d'une insuline intermédiaire ou analogue lente pourra se faire avec les règles de pratiques suivantes :   prescription d'une dose initiale faible, de 6 à 10 UI par 24 heures ;   mise en place d'une autosurveillance glycémique pour la prévention des hypoglycémies et l'adaptation des doses d'insuline (au moins 2 mesures glycémiques capillaires par jour à l'initiation de l'insulinothérapie : au coucher pour prévenir les hypoglycémies et au réveil pour suivre l'objectif) ;   définition d'un objectif pour la glycémie à jeun au réveil selon l'objectif d'HbA1c du patient (cfannexe 5 de l'argumentaire scientifique) ;   adaptation des doses d'insuline tous les 3 jours en fonction des glycémies au réveil et de l'objectif fixé ; la dose peut être augmentée ou réduite de 1 ou 2 UI ;   réévaluation du traitement (ADO et ou insuline) en cas d'hypoglycémies fréquentes ou d'une hypoglycémie sévère ;   recours éventuel à un(e) infirmier(ère) pour réaliser l'insulinothérapie (adaptation des doses selon la prescription…).	
glycémiques capillaires	0	0.5767	1	L'instauration d'une insuline intermédiaire ou analogue lente pourra se faire avec les règles de pratiques suivantes :   prescription d'une dose initiale faible, de 6 à 10 UI par 24 heures ;   mise en place d'une autosurveillance glycémique pour la prévention des hypoglycémies et l'adaptation des doses d'insuline (au moins 2 mesures glycémiques capillaires par jour à l'initiation de l'insulinothérapie : au coucher pour prévenir les hypoglycémies et au réveil pour suivre l'objectif) ;   définition d'un objectif pour la glycémie à jeun au réveil selon l'objectif d'HbA1c du patient (cfannexe 5 de l'argumentaire scientifique) ;   adaptation des doses d'insuline tous les 3 jours en fonction des glycémies au réveil et de l'objectif fixé ; la dose peut être augmentée ou réduite de 1 ou 2 UI ;   réévaluation du traitement (ADO et ou insuline) en cas d'hypoglycémies fréquentes ou d'une hypoglycémie sévère ;   recours éventuel à un(e) infirmier(ère) pour réaliser l'insulinothérapie (adaptation des doses selon la prescription…).	
hypoglycémies fréquentes	0	0.5767	1	L'instauration d'une insuline intermédiaire ou analogue lente pourra se faire avec les règles de pratiques suivantes :   prescription d'une dose initiale faible, de 6 à 10 UI par 24 heures ;   mise en place d'une autosurveillance glycémique pour la prévention des hypoglycémies et l'adaptation des doses d'insuline (au moins 2 mesures glycémiques capillaires par jour à l'initiation de l'insulinothérapie : au coucher pour prévenir les hypoglycémies et au réveil pour suivre l'objectif) ;   définition d'un objectif pour la glycémie à jeun au réveil selon l'objectif d'HbA1c du patient (cfannexe 5 de l'argumentaire scientifique) ;   adaptation des doses d'insuline tous les 3 jours en fonction des glycémies au réveil et de l'objectif fixé ; la dose peut être augmentée ou réduite de 1 ou 2 UI ;   réévaluation du traitement (ADO et ou insuline) en cas d'hypoglycémies fréquentes ou d'une hypoglycémie sévère ;   recours éventuel à un(e) infirmier(ère) pour réaliser l'insulinothérapie (adaptation des doses selon la prescription…).	
initiale faible	0	0.5767	1	L'instauration d'une insuline intermédiaire ou analogue lente pourra se faire avec les règles de pratiques suivantes :   prescription d'une dose initiale faible, de 6 à 10 UI par 24 heures ;   mise en place d'une autosurveillance glycémique pour la prévention des hypoglycémies et l'adaptation des doses d'insuline (au moins 2 mesures glycémiques capillaires par jour à l'initiation de l'insulinothérapie : au coucher pour prévenir les hypoglycémies et au réveil pour suivre l'objectif) ;   définition d'un objectif pour la glycémie à jeun au réveil selon l'objectif d'HbA1c du patient (cfannexe 5 de l'argumentaire scientifique) ;   adaptation des doses d'insuline tous les 3 jours en fonction des glycémies au réveil et de l'objectif fixé ; la dose peut être augmentée ou réduite de 1 ou 2 UI ;   réévaluation du traitement (ADO et ou insuline) en cas d'hypoglycémies fréquentes ou d'une hypoglycémie sévère ;   recours éventuel à un(e) infirmier(ère) pour réaliser l'insulinothérapie (adaptation des doses selon la prescription…).	
insuline intermédiaire	0	0.5767	1	L'instauration d'une insuline intermédiaire ou analogue lente pourra se faire avec les règles de pratiques suivantes :   prescription d'une dose initiale faible, de 6 à 10 UI par 24 heures ;   mise en place d'une autosurveillance glycémique pour la prévention des hypoglycémies et l'adaptation des doses d'insuline (au moins 2 mesures glycémiques capillaires par jour à l'initiation de l'insulinothérapie : au coucher pour prévenir les hypoglycémies et au réveil pour suivre l'objectif) ;   définition d'un objectif pour la glycémie à jeun au réveil selon l'objectif d'HbA1c du patient (cfannexe 5 de l'argumentaire scientifique) ;   adaptation des doses d'insuline tous les 3 jours en fonction des glycémies au réveil et de l'objectif fixé ; la dose peut être augmentée ou réduite de 1 ou 2 UI ;   réévaluation du traitement (ADO et ou insuline) en cas d'hypoglycémies fréquentes ou d'une hypoglycémie sévère ;   recours éventuel à un(e) infirmier(ère) pour réaliser l'insulinothérapie (adaptation des doses selon la prescription…).	
mesures glycémiques	0	0.5767	1	L'instauration d'une insuline intermédiaire ou analogue lente pourra se faire avec les règles de pratiques suivantes :   prescription d'une dose initiale faible, de 6 à 10 UI par 24 heures ;   mise en place d'une autosurveillance glycémique pour la prévention des hypoglycémies et l'adaptation des doses d'insuline (au moins 2 mesures glycémiques capillaires par jour à l'initiation de l'insulinothérapie : au coucher pour prévenir les hypoglycémies et au réveil pour suivre l'objectif) ;   définition d'un objectif pour la glycémie à jeun au réveil selon l'objectif d'HbA1c du patient (cfannexe 5 de l'argumentaire scientifique) ;   adaptation des doses d'insuline tous les 3 jours en fonction des glycémies au réveil et de l'objectif fixé ; la dose peut être augmentée ou réduite de 1 ou 2 UI ;   réévaluation du traitement (ADO et ou insuline) en cas d'hypoglycémies fréquentes ou d'une hypoglycémie sévère ;   recours éventuel à un(e) infirmier(ère) pour réaliser l'insulinothérapie (adaptation des doses selon la prescription…).	
pratiques suivantes	0	0.5767	1	L'instauration d'une insuline intermédiaire ou analogue lente pourra se faire avec les règles de pratiques suivantes :   prescription d'une dose initiale faible, de 6 à 10 UI par 24 heures ;   mise en place d'une autosurveillance glycémique pour la prévention des hypoglycémies et l'adaptation des doses d'insuline (au moins 2 mesures glycémiques capillaires par jour à l'initiation de l'insulinothérapie : au coucher pour prévenir les hypoglycémies et au réveil pour suivre l'objectif) ;   définition d'un objectif pour la glycémie à jeun au réveil selon l'objectif d'HbA1c du patient (cfannexe 5 de l'argumentaire scientifique) ;   adaptation des doses d'insuline tous les 3 jours en fonction des glycémies au réveil et de l'objectif fixé ; la dose peut être augmentée ou réduite de 1 ou 2 UI ;   réévaluation du traitement (ADO et ou insuline) en cas d'hypoglycémies fréquentes ou d'une hypoglycémie sévère ;   recours éventuel à un(e) infirmier(ère) pour réaliser l'insulinothérapie (adaptation des doses selon la prescription…).	
un(e) infirmier(ère)	0	0.5767	1	L'instauration d'une insuline intermédiaire ou analogue lente pourra se faire avec les règles de pratiques suivantes :   prescription d'une dose initiale faible, de 6 à 10 UI par 24 heures ;   mise en place d'une autosurveillance glycémique pour la prévention des hypoglycémies et l'adaptation des doses d'insuline (au moins 2 mesures glycémiques capillaires par jour à l'initiation de l'insulinothérapie : au coucher pour prévenir les hypoglycémies et au réveil pour suivre l'objectif) ;   définition d'un objectif pour la glycémie à jeun au réveil selon l'objectif d'HbA1c du patient (cfannexe 5 de l'argumentaire scientifique) ;   adaptation des doses d'insuline tous les 3 jours en fonction des glycémies au réveil et de l'objectif fixé ; la dose peut être augmentée ou réduite de 1 ou 2 UI ;   réévaluation du traitement (ADO et ou insuline) en cas d'hypoglycémies fréquentes ou d'une hypoglycémie sévère ;   recours éventuel à un(e) infirmier(ère) pour réaliser l'insulinothérapie (adaptation des doses selon la prescription…).	
