1.2 diagnostic	1	-9.223372036854776E14	1	Bien que ce common.document ne détaille pas leurs pratiques spécifiques, cette recommandation peut également être utile à tous professionnels de santé et travailleurs sociaux (assistantes sociales, etc.) concernés par le thème, notamment dans la mesure où ils participent à la mise en uvre des traitements non médicamenteux, à l éducation thérapeutique du patient et au maintien de ses activités sociales et professionnelles1 Cfparagraphe 1.2 Diagnostic différentiel.
1.2 diagnostic différentiel	1	-9.223372036854776E14	1	Bien que ce common.document ne détaille pas leurs pratiques spécifiques, cette recommandation peut également être utile à tous professionnels de santé et travailleurs sociaux (assistantes sociales, etc.) concernés par le thème, notamment dans la mesure où ils participent à la mise en uvre des traitements non médicamenteux, à l éducation thérapeutique du patient et au maintien de ses activités sociales et professionnelles1 Cfparagraphe 1.2 Diagnostic différentiel.
suivants	1	-9.223372036854776E14	4	Pour le bilan initial de l épisode dépressif caractérisé, il est recommandé de rechercher les éléments suivants :   le risque suicidaire ;   un trouble psychiatrique associé, notamment parmi les troubles anxieux ; une auto ou hétéro-agressivité ;   une diminution des fonctions sensorielles, physiques ou cognitives (notamment pour les patients âgés ou ayant subi un traumatisme crânien) ;   l existence de maltraitance actuelle physique, psychique, verbale ou sexuelle ;   des expressions somatiques des états dépressifs (ex: algies et plaintes fonctionnelles diverses et répétées) ;   des troubles de la sexualité ;   des facteurs de risques psycho-sociaux :  un deuil récent, la perte de relations personnelles significatives, de systèmes de soutien ou d un statut économique, une souffrance liée au travail, des problèmes de logement, de chômage, d instabilité financière, une situation de précarité, etc.,  un rôle prolongé en tant qu aidant pour un membre de sa famille ayant une maladie chronique invalidante.	En cas de suspicion d épisode dépressif caractérisé, il est recommandé de rechercher les antécédents suivants lors du bilan initial :   les antécédents psychiatriques (les antécédents de tentatives de suicide, les antécédents des épisodes maniaques ou hypomaniaques, ou les antécédents d EDC antérieurs) ;   une addiction ou un sevrage à l alcool, au tabac, aux hypnotiques et aux anxiolytiques, aux substances psychoactives, qui peuvent mimer ou induire la dépression ;   les antécédents médicaux et chirurgicaux ;   les antécédents d hospitalisation ;   les antécédents de maltraitance (verbale, physique, psychique et sexuelle) ou traumatismes physiques ou psychologiques ;   les antécédents personnels incluant :  les antécédents de fonctionnement social du patient et de soutien social,  les antécédents professionnels,  le développement psychologique,  les réponses du patient aux événements importants de la vie ;   les traitements médicamenteux, y compris les médicaments en vente libre, les produits de phytothérapie.	L évaluation des idées et des intentions suicidaires doit inclure les éléments suivants :   le début, la durée, l intensité, la fréquence de ces idées suicidaires ;   l imminence du passage à l acte ;   les comportements préparatoires à la concrétisation du passage à l acte et de ses conséquences ;   la recherche et l accès à des moyens létaux.	Il est recommandé de prendre en compte les éléments suivants pour le choix d un antidé-presseur, dans le cadre de l alliance thérapeutique :   le respect des contre-indications, notamment :  les comorbidités somatiques,  les interactions médicamenteuses ;   le risque de létalité lors d un surdosage ;   le profil des effets indésirables attendus de l antidépresseur (ex: sédation, prise de poids, effets indésirables anticholinergiques) ;   l utilisation thérapeutique d effets latéraux (ex: recherche d une stimulation ou d une sé-dation) ;   la réponse antérieure à un traitement par antidépresseur du patient ou, le cas échéant, de sa famille ;   la maniabilité de l antidépresseur – le plus simple à prescrire à dose efficace ;   le coût2.5.2 Suivi et arrêt du traitement.	
suivi	1	-9.223372036854776E14	5	Au terme de l évaluation de l épisode dépressif caractérisé, il est recommandé :   d informer le patient sur la nature des troubles dépressifs, les effets bénéfiques du traitement et les effets indésirables éventuels, et, si nécessaire ou utile, d informer l entourage du patient avec son accord ;   d établir avec le patient un projet thérapeutique afin d éviter les abandons de traitement ;   de réévaluer régulièrement le projet thérapeutique, et le réajuster si nécessaire2.2 Suivi et conseils de mode de vie.	Il est recommandé de réaliser un suivi somatique pour surveiller l apparition d une éventuelle comorbidité, de la prise d un toxique ou d une automédication.	Il est recommandé d effectuer un suivi rapproché du patient dès le début de la prise en charge ; la fréquence des consultations nécessaires est laissée à l appréciation du clinicien.	En cas de symptômes dépressifs subsyndromiques, il est recommandé d effectuer un suivi du patient, voire une psychothérapie de soutien► EDC d intensité légère.	Il est recommandé de prendre en compte les éléments suivants pour le choix d un antidé-presseur, dans le cadre de l alliance thérapeutique :   le respect des contre-indications, notamment :  les comorbidités somatiques,  les interactions médicamenteuses ;   le risque de létalité lors d un surdosage ;   le profil des effets indésirables attendus de l antidépresseur (ex: sédation, prise de poids, effets indésirables anticholinergiques) ;   l utilisation thérapeutique d effets latéraux (ex: recherche d une stimulation ou d une sé-dation) ;   la réponse antérieure à un traitement par antidépresseur du patient ou, le cas échéant, de sa famille ;   la maniabilité de l antidépresseur – le plus simple à prescrire à dose efficace ;   le coût2.5.2 Suivi et arrêt du traitement.	
suivi du patient	1	-9.223372036854776E14	1	En cas de symptômes dépressifs subsyndromiques, il est recommandé d effectuer un suivi du patient, voire une psychothérapie de soutien► EDC d intensité légère.	
suivi somatique	1	-9.223372036854776E14	1	Il est recommandé de réaliser un suivi somatique pour surveiller l apparition d une éventuelle comorbidité, de la prise d un toxique ou d une automédication.	
sujet	0	-9.223372036854776E14	3	Si le score du PHQ-2 est 2, il peut être complété par le PHQ-9 pour en améliorer la spécificité ;   BDI-II (Beck Depression Inventory) chez l adulte : le BDI-II est un auto-questionnaire qui peut être une aide pour identifier un épisode dépressif caractérisé ;   HADS : l échelle Hospital and Anxiety Depression Scale peut présenter un intérêt chez les patients qui ont des comorbidités somatiques ;   HDRS : l utilisation d une échelle comme l Hamilton Depression Rating Scale peut, de par sa répétition dans le temps, être envisagée comme outil de réévaluation ;   GDS-15 : chez le sujet âgé, le GDS-15 est une échelle utilisée malgré son faible niveau de preuve.	Il est recommandé de faire un test Mini-Mental State Examination (MMSE) pour explorer les capacités cognitives du sujet âgé.	Un sujet âgé traité par antidépresseur doit être surveillé étroitement concernant les effets indésirables médicamenteux.	
sujet âgé	1	-9.223372036854776E14	3	Si le score du PHQ-2 est 2, il peut être complété par le PHQ-9 pour en améliorer la spécificité ;   BDI-II (Beck Depression Inventory) chez l adulte : le BDI-II est un auto-questionnaire qui peut être une aide pour identifier un épisode dépressif caractérisé ;   HADS : l échelle Hospital and Anxiety Depression Scale peut présenter un intérêt chez les patients qui ont des comorbidités somatiques ;   HDRS : l utilisation d une échelle comme l Hamilton Depression Rating Scale peut, de par sa répétition dans le temps, être envisagée comme outil de réévaluation ;   GDS-15 : chez le sujet âgé, le GDS-15 est une échelle utilisée malgré son faible niveau de preuve.	Il est recommandé de faire un test Mini-Mental State Examination (MMSE) pour explorer les capacités cognitives du sujet âgé.	Un sujet âgé traité par antidépresseur doit être surveillé étroitement concernant les effets indésirables médicamenteux.	
surdosage	1	-9.223372036854776E14	3	Il est recommandé, devant un risque suicidaire, de :   fixer un rendez-vous proche pour une nouvelle consultation ;   limiter l accès aux moyens létaux envisagés par le patient ;   évaluer si la personne dispose d une aide sociale adéquate et fiable (identifier la personne soutien) ;   conseiller à la personne de chercher de l aide si la situation se détériore ;   transmettre à la personne suicidaire les coordonnées des ressources locales qui pourraient lui venir en aide et l accompagner ;   avec l accord de la personne suicidaire, communiquer avec la famille ou les proches pour s assurer qu ils savent où trouver rapidement de l aide en cas de besoin ;   conseiller à la famille et les aidants du patient d être vigilants vis-à-vis de :  une modification de l humeur,  la présence de pensées négatives,  le désespoir,  des idées et des plans suicidaires ;   prendre en compte la toxicité d un surdosage volontaire des médicaments prescrits.	Il est recommandé de choisir l antidépresseur le mieux toléré, le moins toxique en cas de surdosage, et le plus simple à prescrire, à dose efficace.	Il est recommandé de prendre en compte les éléments suivants pour le choix d un antidé-presseur, dans le cadre de l alliance thérapeutique :   le respect des contre-indications, notamment :  les comorbidités somatiques,  les interactions médicamenteuses ;   le risque de létalité lors d un surdosage ;   le profil des effets indésirables attendus de l antidépresseur (ex: sédation, prise de poids, effets indésirables anticholinergiques) ;   l utilisation thérapeutique d effets latéraux (ex: recherche d une stimulation ou d une sé-dation) ;   la réponse antérieure à un traitement par antidépresseur du patient ou, le cas échéant, de sa famille ;   la maniabilité de l antidépresseur – le plus simple à prescrire à dose efficace ;   le coût2.5.2 Suivi et arrêt du traitement.	
surdosage volontaire	1	-9.223372036854776E14	1	Il est recommandé, devant un risque suicidaire, de :   fixer un rendez-vous proche pour une nouvelle consultation ;   limiter l accès aux moyens létaux envisagés par le patient ;   évaluer si la personne dispose d une aide sociale adéquate et fiable (identifier la personne soutien) ;   conseiller à la personne de chercher de l aide si la situation se détériore ;   transmettre à la personne suicidaire les coordonnées des ressources locales qui pourraient lui venir en aide et l accompagner ;   avec l accord de la personne suicidaire, communiquer avec la famille ou les proches pour s assurer qu ils savent où trouver rapidement de l aide en cas de besoin ;   conseiller à la famille et les aidants du patient d être vigilants vis-à-vis de :  une modification de l humeur,  la présence de pensées négatives,  le désespoir,  des idées et des plans suicidaires ;   prendre en compte la toxicité d un surdosage volontaire des médicaments prescrits.	
surdosage volontaire des médicaments	1	-9.223372036854776E14	1	Il est recommandé, devant un risque suicidaire, de :   fixer un rendez-vous proche pour une nouvelle consultation ;   limiter l accès aux moyens létaux envisagés par le patient ;   évaluer si la personne dispose d une aide sociale adéquate et fiable (identifier la personne soutien) ;   conseiller à la personne de chercher de l aide si la situation se détériore ;   transmettre à la personne suicidaire les coordonnées des ressources locales qui pourraient lui venir en aide et l accompagner ;   avec l accord de la personne suicidaire, communiquer avec la famille ou les proches pour s assurer qu ils savent où trouver rapidement de l aide en cas de besoin ;   conseiller à la famille et les aidants du patient d être vigilants vis-à-vis de :  une modification de l humeur,  la présence de pensées négatives,  le désespoir,  des idées et des plans suicidaires ;   prendre en compte la toxicité d un surdosage volontaire des médicaments prescrits.	
surveillance	0	-9.223372036854776E14	1	Une surveillance de la natrémie est recommandée une semaine après le début d un traitement par.	
surveillance de la natrémie	0	-9.223372036854776E14	1	Une surveillance de la natrémie est recommandée une semaine après le début d un traitement par.	
survenue	0	-9.223372036854776E14	1	Il est recommandé de tenir compte :   du contexte socio-environnemental et culturel ;   d une situation d instabilité ou de survenue d événements de vie particuliers ;   de désinsertion ou de solitude ;   d un entourage proche pathogène, voire une ambiance de contagiosité suicidaire.	
suspicion	0	-9.223372036854776E14	1	En cas de suspicion d épisode dépressif caractérisé, il est recommandé de rechercher les antécédents suivants lors du bilan initial :   les antécédents psychiatriques (les antécédents de tentatives de suicide, les antécédents des épisodes maniaques ou hypomaniaques, ou les antécédents d EDC antérieurs) ;   une addiction ou un sevrage à l alcool, au tabac, aux hypnotiques et aux anxiolytiques, aux substances psychoactives, qui peuvent mimer ou induire la dépression ;   les antécédents médicaux et chirurgicaux ;   les antécédents d hospitalisation ;   les antécédents de maltraitance (verbale, physique, psychique et sexuelle) ou traumatismes physiques ou psychologiques ;   les antécédents personnels incluant :  les antécédents de fonctionnement social du patient et de soutien social,  les antécédents professionnels,  le développement psychologique,  les réponses du patient aux événements importants de la vie ;   les traitements médicamenteux, y compris les médicaments en vente libre, les produits de phytothérapie.	
symptomatologie	1	-9.223372036854776E14	1	Devant tout trouble cognitif chez une personne âgée, il est recommandé de se poser la question d un état dépressif sous-jacent responsable de la symptomatologie.	
symptômes	1	-9.223372036854776E14	17	Les symptômes d un épisode dépressif caractérisé doivent :   être présents durant une période minimum de 2 semaines, et chacun d entre eux à un degré de sévérité certain, presque tous les jours ;   avoir représenté un changement par rapport au fonctionnement antérieur (professionnel, social, familial) ;   induire une détresse significative.	Il est recommandé de qualifier la sévérité d un épisode dépressif caractérisé selon les critères diagnostiques du CIM-10 et du DSM-5 qui proposent trois niveaux : léger, modéré ou sévère, selon le nombre et l intensité des symptômes et le degré de dysfonctionnement du patient dans les activités sociales, professionnelles résultant de l épisode dépressif6 BDI-II et HDRS sont des tests d évaluation d une dépression inscrits à la classification commune des actes médicaux (CCAM).	Facteurs psychosociaux Antécédents Caractéristiques cliniques   Solitude, isolement, précarité   Sexe masculin   Personne âgée ou jeune âge ( 30 ans)   Perte récente (décès, divorce, métier, situation sociale)   Autres facteurs de stress   Appartenance à une minorité sexuelle   Absence de facteurs protecteurs, manque de soutiens   Certaines professions (cumulant les risques psychosociaux et l accès à des moyens létaux)   Actes impulsifs et ou de violence   Tentative de suicide, d automutilation   Antécédent familial de suicide ou de pathologie mentale   Impulsivité   Dépression sévère   Désespoir, absence de désir de continuer   Douleur psychique   Psychose   Troubles de la personnalité   Anxiété sévère, agitation, attaque de panique   Baisse de l estime de soi   Abus de substances psychoactives, ou sevrage   Maladie somatique invalidante associée, présence de symptômes physiques (douleur chronique, insomnie, limitation fonctionnelle).	Il est recommandé d envisager une hospitalisation soit d emblée, soit au cours de l évolution, devant les situations suivantes :   patient avec un scénario suicidaire construit imminent ;   patient avec un risque immédiat d'automutilation ;   patient avec un potentiel de violence ;   certaines formes sévères de dépression, en cas de symptômes psychotiques ou somatiques sévères associés ;   présence d une forte agitation anxieuse avec manque de contrôle émotionnel ou impulsivité ;   sevrage de substance psychoactive ;   à chaque fois qu une situation particulière l exige.	La prise en charge d un épisode dépressif caractérisé comporte deux phases :   la phase aiguë (traitement d attaque), dont l objectif est la rémission complète des symptômes ;   la phase de consolidation, dont l objectif est de prévenir la rechute de l épisode.	Il est recommandé de ne pas prescrire un antidépresseur pour traiter :   les symptômes dépressifs subsyndromiques : symptômes en nombre insuffisant pour remplir les critères d un EDC ou symptômes d intensité sévère mais d une durée inférieure à 2 semaines (selon la CIM-10 ou le DSM-5) ;   les épisodes dépressifs caractérisés d intensité légère (selon la CIM-10 ou le DSM-5)2.3.1 Stratégie thérapeutique selon l intensité de l EDC.	En cas de symptômes dépressifs subsyndromiques, il est recommandé d effectuer un suivi du patient, voire une psychothérapie de soutien► EDC d intensité légère.	L efficacité de la prise en charge sera évaluée après 4 à 8 semaines :   en cas de rémission partielle, il est recommandé de poursuivre la psychothérapie de soutien ;   en cas de persistance ou d aggravation des symptômes, il est recommandé de réévaluer le diagnostic et d envisager un EDC d intensité modérée► EDC d intensité modérée.	L indication et le choix de cette psychothérapie reposent sur de nombreux facteurs, parmi lesquels :   la nature des symptômes et du fonctionnement psychique ;   les préférences du patient, sa culture, ses croyances, ses expériences antérieures ;   la disponibilité et l engagement du thérapeute.	L efficacité de la prise en charge sera évaluée après 4 à 8 semaines :   en cas de rémission complète, il recommandé de poursuivre le traitement antidépresseur éventuel 6 mois à 1 an après la rémission et poursuivre la psychothérapie éventuellement engagée ;   en cas de rémission partielle, il est recommandé de poursuivre la psychothérapie et d augmenter la posologie ou changer le traitement antidépresseur éventuel ;   en cas de persistance ou d aggravation des symptômes, il est recommandé de réévaluer le diagnostic et d envisager un EDC d intensité sévère► EDC d intensité sévère.	L efficacité de la prise en charge sera évaluée après 4 à 8 semaines :   en cas de rémission complète, il recommandé de poursuivre le traitement antidépresseur 6 mois à 1 an après la rémission et poursuivre la psychothérapie éventuellement engagée ;   en cas de rémission partielle ou bien de persistance ou d aggravation des symptômes, il est recommandé de reconsidérer la prise en charge en concertation avec le psychiatre, voire d envisager une hospitalisation du patient.	Lorsque cela est approprié et si le patient est d accord, il est recommandé d informer l entourage du patient sur les symptômes de la dépression, l évolution de la maladie et le traitement de la dépression.	Bien que ces symptômes puissent être compréhensibles ou jugés appropriés en regard de la perte, la présence d un épisode dépressif caractérisé, en plus de la réponse normale à une perte importante, doit être considérée attentivement.	Bien que ces symptômes puissent être compréhensibles ou jugés appropriés en regard de la perte, la présence d un épisode dépressif caractérisé, en plus de la réponse normale à une perte importante, doit être considérée attentivement.	Bien que ces symptômes puissent être compréhensibles ou jugés appropriés en regard de la perte, la présence d un épisode dépressif caractérisé, en plus de la réponse normale à une perte importante, doit être considérée attentivement.	Bien que ces symptômes puissent être compréhensibles ou jugés appropriés en regard de la perte, la présence d un épisode dépressif caractérisé, en plus de la réponse normale à une perte importante, doit être considérée attentivement.	Bien que ces symptômes puissent être compréhensibles ou jugés appropriés en regard de la perte, la présence d un épisode dépressif caractérisé, en plus de la réponse normale à une perte importante, doit être considérée attentivement.	
symptômes de la dépression	1	-9.223372036854776E14	1	Lorsque cela est approprié et si le patient est d accord, il est recommandé d informer l entourage du patient sur les symptômes de la dépression, l évolution de la maladie et le traitement de la dépression.	
symptômes dépressifs	1	-9.223372036854776E14	2	Il est recommandé de ne pas prescrire un antidépresseur pour traiter :   les symptômes dépressifs subsyndromiques : symptômes en nombre insuffisant pour remplir les critères d un EDC ou symptômes d intensité sévère mais d une durée inférieure à 2 semaines (selon la CIM-10 ou le DSM-5) ;   les épisodes dépressifs caractérisés d intensité légère (selon la CIM-10 ou le DSM-5)2.3.1 Stratégie thérapeutique selon l intensité de l EDC.	En cas de symptômes dépressifs subsyndromiques, il est recommandé d effectuer un suivi du patient, voire une psychothérapie de soutien► EDC d intensité légère.	
symptômes dépressifs subsyndromiques	1	-9.223372036854776E14	2	Il est recommandé de ne pas prescrire un antidépresseur pour traiter :   les symptômes dépressifs subsyndromiques : symptômes en nombre insuffisant pour remplir les critères d un EDC ou symptômes d intensité sévère mais d une durée inférieure à 2 semaines (selon la CIM-10 ou le DSM-5) ;   les épisodes dépressifs caractérisés d intensité légère (selon la CIM-10 ou le DSM-5)2.3.1 Stratégie thérapeutique selon l intensité de l EDC.	En cas de symptômes dépressifs subsyndromiques, il est recommandé d effectuer un suivi du patient, voire une psychothérapie de soutien► EDC d intensité légère.	
symptômes en nombre	1	-9.223372036854776E14	1	Il est recommandé de ne pas prescrire un antidépresseur pour traiter :   les symptômes dépressifs subsyndromiques : symptômes en nombre insuffisant pour remplir les critères d un EDC ou symptômes d intensité sévère mais d une durée inférieure à 2 semaines (selon la CIM-10 ou le DSM-5) ;   les épisodes dépressifs caractérisés d intensité légère (selon la CIM-10 ou le DSM-5)2.3.1 Stratégie thérapeutique selon l intensité de l EDC.	
symptômes en nombre insuffisant	1	-9.223372036854776E14	1	Il est recommandé de ne pas prescrire un antidépresseur pour traiter :   les symptômes dépressifs subsyndromiques : symptômes en nombre insuffisant pour remplir les critères d un EDC ou symptômes d intensité sévère mais d une durée inférieure à 2 semaines (selon la CIM-10 ou le DSM-5) ;   les épisodes dépressifs caractérisés d intensité légère (selon la CIM-10 ou le DSM-5)2.3.1 Stratégie thérapeutique selon l intensité de l EDC.	
symptômes physiques	1	-9.223372036854776E14	1	Facteurs psychosociaux Antécédents Caractéristiques cliniques   Solitude, isolement, précarité   Sexe masculin   Personne âgée ou jeune âge ( 30 ans)   Perte récente (décès, divorce, métier, situation sociale)   Autres facteurs de stress   Appartenance à une minorité sexuelle   Absence de facteurs protecteurs, manque de soutiens   Certaines professions (cumulant les risques psychosociaux et l accès à des moyens létaux)   Actes impulsifs et ou de violence   Tentative de suicide, d automutilation   Antécédent familial de suicide ou de pathologie mentale   Impulsivité   Dépression sévère   Désespoir, absence de désir de continuer   Douleur psychique   Psychose   Troubles de la personnalité   Anxiété sévère, agitation, attaque de panique   Baisse de l estime de soi   Abus de substances psychoactives, ou sevrage   Maladie somatique invalidante associée, présence de symptômes physiques (douleur chronique, insomnie, limitation fonctionnelle).	
symptômes psychotiques	1	-9.223372036854776E14	1	Il est recommandé d envisager une hospitalisation soit d emblée, soit au cours de l évolution, devant les situations suivantes :   patient avec un scénario suicidaire construit imminent ;   patient avec un risque immédiat d'automutilation ;   patient avec un potentiel de violence ;   certaines formes sévères de dépression, en cas de symptômes psychotiques ou somatiques sévères associés ;   présence d une forte agitation anxieuse avec manque de contrôle émotionnel ou impulsivité ;   sevrage de substance psychoactive ;   à chaque fois qu une situation particulière l exige.	
symptômes psychotiques ou somatiques	1	-9.223372036854776E14	1	Il est recommandé d envisager une hospitalisation soit d emblée, soit au cours de l évolution, devant les situations suivantes :   patient avec un scénario suicidaire construit imminent ;   patient avec un risque immédiat d'automutilation ;   patient avec un potentiel de violence ;   certaines formes sévères de dépression, en cas de symptômes psychotiques ou somatiques sévères associés ;   présence d une forte agitation anxieuse avec manque de contrôle émotionnel ou impulsivité ;   sevrage de substance psychoactive ;   à chaque fois qu une situation particulière l exige.	
syndrome	1	-9.223372036854776E14	1	La diminution des posologies pour éviter chez le nouveau-né les effets anticholinergiques (cognitifs, cardiaques et digestifs) des antidépresseurs imipraminiques à fortes doses et le syndrome d arrêt des antidépresseurs, est à mettre en balance avec les risques de rechute ou de récidive chez la mère.	
synthèse	1	-9.223372036854776E14	1	Ce dernier ainsi que la synthèse de la recommandation sont téléchargeables sur www.has-sante.fr.	
synthèse de la recommandation	1	-9.223372036854776E14	1	Ce dernier ainsi que la synthèse de la recommandation sont téléchargeables sur www.has-sante.fr.	
systèmes	1	-9.223372036854776E14	1	Pour le bilan initial de l épisode dépressif caractérisé, il est recommandé de rechercher les éléments suivants :   le risque suicidaire ;   un trouble psychiatrique associé, notamment parmi les troubles anxieux ; une auto ou hétéro-agressivité ;   une diminution des fonctions sensorielles, physiques ou cognitives (notamment pour les patients âgés ou ayant subi un traumatisme crânien) ;   l existence de maltraitance actuelle physique, psychique, verbale ou sexuelle ;   des expressions somatiques des états dépressifs (ex: algies et plaintes fonctionnelles diverses et répétées) ;   des troubles de la sexualité ;   des facteurs de risques psycho-sociaux :  un deuil récent, la perte de relations personnelles significatives, de systèmes de soutien ou d un statut économique, une souffrance liée au travail, des problèmes de logement, de chômage, d instabilité financière, une situation de précarité, etc.,  un rôle prolongé en tant qu aidant pour un membre de sa famille ayant une maladie chronique invalidante.	
systèmes de soutien	1	-9.223372036854776E14	1	Pour le bilan initial de l épisode dépressif caractérisé, il est recommandé de rechercher les éléments suivants :   le risque suicidaire ;   un trouble psychiatrique associé, notamment parmi les troubles anxieux ; une auto ou hétéro-agressivité ;   une diminution des fonctions sensorielles, physiques ou cognitives (notamment pour les patients âgés ou ayant subi un traumatisme crânien) ;   l existence de maltraitance actuelle physique, psychique, verbale ou sexuelle ;   des expressions somatiques des états dépressifs (ex: algies et plaintes fonctionnelles diverses et répétées) ;   des troubles de la sexualité ;   des facteurs de risques psycho-sociaux :  un deuil récent, la perte de relations personnelles significatives, de systèmes de soutien ou d un statut économique, une souffrance liée au travail, des problèmes de logement, de chômage, d instabilité financière, une situation de précarité, etc.,  un rôle prolongé en tant qu aidant pour un membre de sa famille ayant une maladie chronique invalidante.	
sé-dation	0	-9.223372036854776E14	1	Il est recommandé de prendre en compte les éléments suivants pour le choix d un antidé-presseur, dans le cadre de l alliance thérapeutique :   le respect des contre-indications, notamment :  les comorbidités somatiques,  les interactions médicamenteuses ;   le risque de létalité lors d un surdosage ;   le profil des effets indésirables attendus de l antidépresseur (ex: sédation, prise de poids, effets indésirables anticholinergiques) ;   l utilisation thérapeutique d effets latéraux (ex: recherche d une stimulation ou d une sé-dation) ;   la réponse antérieure à un traitement par antidépresseur du patient ou, le cas échéant, de sa famille ;   la maniabilité de l antidépresseur – le plus simple à prescrire à dose efficace ;   le coût2.5.2 Suivi et arrêt du traitement.	
sécurité	1	-9.223372036854776E14	1	ANSM Agence nationale de sécurité du médicament et des produits de santé.	
sécurité du médicament	1	-9.223372036854776E14	1	ANSM Agence nationale de sécurité du médicament et des produits de santé.	
sédation	0	-9.223372036854776E14	1	Il est recommandé de prendre en compte les éléments suivants pour le choix d un antidé-presseur, dans le cadre de l alliance thérapeutique :   le respect des contre-indications, notamment :  les comorbidités somatiques,  les interactions médicamenteuses ;   le risque de létalité lors d un surdosage ;   le profil des effets indésirables attendus de l antidépresseur (ex: sédation, prise de poids, effets indésirables anticholinergiques) ;   l utilisation thérapeutique d effets latéraux (ex: recherche d une stimulation ou d une sé-dation) ;   la réponse antérieure à un traitement par antidépresseur du patient ou, le cas échéant, de sa famille ;   la maniabilité de l antidépresseur – le plus simple à prescrire à dose efficace ;   le coût2.5.2 Suivi et arrêt du traitement.	
séparation	1	-9.223372036854776E14	1	Une grossesse non désirée ou de découverte tardive, un contexte de précarité sociale, de séparation du couple parental, d antécédent d avortement, d agression, de maltraitance ou une hospitalisation du nourrisson dans la période postnatale peuvent constituer des facteurs de dépression maternelle.	
séparation du couple	1	-9.223372036854776E14	1	Une grossesse non désirée ou de découverte tardive, un contexte de précarité sociale, de séparation du couple parental, d antécédent d avortement, d agression, de maltraitance ou une hospitalisation du nourrisson dans la période postnatale peuvent constituer des facteurs de dépression maternelle.	
séparation du couple parental	1	-9.223372036854776E14	1	Une grossesse non désirée ou de découverte tardive, un contexte de précarité sociale, de séparation du couple parental, d antécédent d avortement, d agression, de maltraitance ou une hospitalisation du nourrisson dans la période postnatale peuvent constituer des facteurs de dépression maternelle.	
sévères associés	0	-9.223372036854776E14	1	Il est recommandé d envisager une hospitalisation soit d emblée, soit au cours de l évolution, devant les situations suivantes :   patient avec un scénario suicidaire construit imminent ;   patient avec un risque immédiat d'automutilation ;   patient avec un potentiel de violence ;   certaines formes sévères de dépression, en cas de symptômes psychotiques ou somatiques sévères associés ;   présence d une forte agitation anxieuse avec manque de contrôle émotionnel ou impulsivité ;   sevrage de substance psychoactive ;   à chaque fois qu une situation particulière l exige.	
sévères de dépression	1	-9.223372036854776E14	1	Il est recommandé d envisager une hospitalisation soit d emblée, soit au cours de l évolution, devant les situations suivantes :   patient avec un scénario suicidaire construit imminent ;   patient avec un risque immédiat d'automutilation ;   patient avec un potentiel de violence ;   certaines formes sévères de dépression, en cas de symptômes psychotiques ou somatiques sévères associés ;   présence d une forte agitation anxieuse avec manque de contrôle émotionnel ou impulsivité ;   sevrage de substance psychoactive ;   à chaque fois qu une situation particulière l exige.	
sévérité	0	-9.223372036854776E14	3	Les symptômes d un épisode dépressif caractérisé doivent :   être présents durant une période minimum de 2 semaines, et chacun d entre eux à un degré de sévérité certain, presque tous les jours ;   avoir représenté un changement par rapport au fonctionnement antérieur (professionnel, social, familial) ;   induire une détresse significative.	Pour certains patients, l appropriation du diagnostic de dépression peut être aidée par l utilisation d un auto-questionnaire1.4 Évaluation de la sévérité de l épisode dépressif caractérisé 1.4.1 Définition.	Il est recommandé de qualifier la sévérité d un épisode dépressif caractérisé selon les critères diagnostiques du CIM-10 et du DSM-5 qui proposent trois niveaux : léger, modéré ou sévère, selon le nombre et l intensité des symptômes et le degré de dysfonctionnement du patient dans les activités sociales, professionnelles résultant de l épisode dépressif6 BDI-II et HDRS sont des tests d évaluation d une dépression inscrits à la classification commune des actes médicaux (CCAM).	
sévérité de l épisode	1	-9.223372036854776E14	1	Pour certains patients, l appropriation du diagnostic de dépression peut être aidée par l utilisation d un auto-questionnaire1.4 Évaluation de la sévérité de l épisode dépressif caractérisé 1.4.1 Définition.	
sévérité de l épisode dépressif	1	-9.223372036854776E14	1	Pour certains patients, l appropriation du diagnostic de dépression peut être aidée par l utilisation d un auto-questionnaire1.4 Évaluation de la sévérité de l épisode dépressif caractérisé 1.4.1 Définition.	
tabac	1	-9.223372036854776E14	1	En cas de suspicion d épisode dépressif caractérisé, il est recommandé de rechercher les antécédents suivants lors du bilan initial :   les antécédents psychiatriques (les antécédents de tentatives de suicide, les antécédents des épisodes maniaques ou hypomaniaques, ou les antécédents d EDC antérieurs) ;   une addiction ou un sevrage à l alcool, au tabac, aux hypnotiques et aux anxiolytiques, aux substances psychoactives, qui peuvent mimer ou induire la dépression ;   les antécédents médicaux et chirurgicaux ;   les antécédents d hospitalisation ;   les antécédents de maltraitance (verbale, physique, psychique et sexuelle) ou traumatismes physiques ou psychologiques ;   les antécédents personnels incluant :  les antécédents de fonctionnement social du patient et de soutien social,  les antécédents professionnels,  le développement psychologique,  les réponses du patient aux événements importants de la vie ;   les traitements médicamenteux, y compris les médicaments en vente libre, les produits de phytothérapie.	
tableau	0	-9.223372036854776E14	1	Après évaluation, un traitement antidépresseur peut être prescrit dès la première consultation si l intensité du tableau clinique le nécessite.	
tableau clinique	1	-9.223372036854776E14	1	Après évaluation, un traitement antidépresseur peut être prescrit dès la première consultation si l intensité du tableau clinique le nécessite.	
